"Genus","Species","phase","year","doy","photo","lat","elev","ID","false.spring","solr","windsp","aprecip","tmean","tmin","tmax","dewpt","gdd","chill","chill.day","frost","spp","tdiff"
"Aesculus","flava","leafout",2018,117,13.8520589420911,42.3026795945946,16.6891891891892,85755,0,128.793154761905,5.35208333333333,436.118,10.36,6.89,16.29,7.44,303.34,1036,0,48,2,9.4
"Aesculus","flava","leafout",2018,117,13.8520589420911,42.3025272650602,16.9156626506024,85756,0,128.793154761905,5.35208333333333,436.118,10.36,6.89,16.29,7.44,303.34,1036,0,48,2,9.4
"Aesculus","flava","leafout",2018,117,13.8520589420911,42.3013592608696,18.6521739130435,85757,0,128.793154761905,5.35208333333333,436.118,10.36,6.89,16.29,7.44,303.34,1036,0,48,2,9.4
"Aesculus","flava","leafout",2018,117,13.8520589420911,42.3026349555556,16.7555555555556,85758,0,128.793154761905,5.35208333333333,436.118,10.36,6.89,16.29,7.44,303.34,1036,0,48,2,9.4
"Aesculus","flava","Open flowers",2016,130,14.2080555555556,42.3023320588235,17.2058823529412,85751,0,318.979166666667,3.56666666666667,320.04,12.61,4.97,18.7,-0.02,559.19,780,0,51,2,13.73
"Aesculus","flava","Open flowers",2016,130,14.2080555555556,42.3026795945946,16.6891891891892,85755,0,318.979166666667,3.56666666666667,320.04,12.61,4.97,18.7,-0.02,559.19,780,0,51,2,13.73
"Aesculus","flava","Open flowers",2016,130,14.2080555555556,42.3025272650602,16.9156626506024,85756,0,318.979166666667,3.56666666666667,320.04,12.61,4.97,18.7,-0.02,559.19,780,0,51,2,13.73
"Aesculus","flava","Open flowers",2016,130,14.2080555555556,42.3013592608696,18.6521739130435,85757,0,318.979166666667,3.56666666666667,320.04,12.61,4.97,18.7,-0.02,559.19,780,0,51,2,13.73
"Aesculus","flava","Open flowers",2016,130,14.2080555555556,42.3026349555556,16.7555555555556,85758,0,318.979166666667,3.56666666666667,320.04,12.61,4.97,18.7,-0.02,559.19,780,0,51,2,13.73
"Aesculus","flava","Open flowers",2017,127,-2.7775,42.3023320588235,17.2058823529412,85751,0,171.625,5.553125,370.586,13.51,9.43,18.37,8.14,536.21,940,0,50,2,8.94
"Aesculus","flava","Open flowers",2017,127,-2.7775,42.3026795945946,16.6891891891892,85755,0,171.625,5.553125,370.586,13.51,9.43,18.37,8.14,536.21,940,0,50,2,8.94
"Aesculus","flava","Open flowers",2017,127,-2.7775,42.3025272650602,16.9156626506024,85756,0,171.625,5.553125,370.586,13.51,9.43,18.37,8.14,536.21,940,0,50,2,8.94
"Aesculus","flava","Open flowers",2017,127,-2.7775,42.3013592608696,18.6521739130435,85757,0,171.625,5.553125,370.586,13.51,9.43,18.37,8.14,536.21,940,0,50,2,8.94
"Aesculus","flava","Open flowers",2017,127,-2.7775,42.3026349555556,16.7555555555556,85758,0,171.625,5.553125,370.586,13.51,9.43,18.37,8.14,536.21,940,0,50,2,8.94
"Aesculus","flava","Open flowers",2018,131,14.4132737576343,42.3023320588235,17.2058823529412,85751,0,241.12537202381,7.24479166666667,459.74,16.03,9.83,21.34,5.62,520.05,1042,0,48,2,11.51
"Aesculus","flava","Open flowers",2018,131,14.4132737576343,42.3026795945946,16.6891891891892,85755,0,241.12537202381,7.24479166666667,459.74,16.03,9.83,21.34,5.62,520.05,1042,0,48,2,11.51
"Aesculus","flava","Open flowers",2018,131,14.4132737576343,42.3025272650602,16.9156626506024,85756,0,241.12537202381,7.24479166666667,459.74,16.03,9.83,21.34,5.62,520.05,1042,0,48,2,11.51
"Aesculus","flava","Open flowers",2018,131,14.4132737576343,42.3013592608696,18.6521739130435,85757,0,241.12537202381,7.24479166666667,459.74,16.03,9.83,21.34,5.62,520.05,1042,0,48,2,11.51
"Aesculus","flava","Open flowers",2018,131,14.4132737576343,42.3026349555556,16.7555555555556,85758,0,241.12537202381,7.24479166666667,459.74,16.03,9.83,21.34,5.62,520.05,1042,0,48,2,11.51
"Aesculus","flava","Recent fruit or seed drop",2016,274,11.52,42.3023320588235,17.2058823529412,85751,0,180.380208333333,5.09375,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Recent fruit or seed drop",2016,274,11.52,42.3026795945946,16.6891891891892,85755,0,180.380208333333,5.09375,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Recent fruit or seed drop",2016,274,11.52,42.3025272650602,16.9156626506024,85756,0,180.380208333333,5.09375,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
"Aesculus","flava","Recent fruit or seed drop",2016,274,11.52,42.3026349555556,16.7555555555556,85758,0,180.380208333333,5.09375,498.602,14.2,12.92,15.51,11.26,3574.73,787,0,51,2,2.59
